tipo_cultivo,ubicacion_geografica,tamano_finca,rendimiento_cultivo,uso_fertilizantes,precio_venta (€/kg)
Tomates,"Avenida de Fito Baquero 16 Puerta 3 
Lleida, 04548",5,634,No,1
Tomates,"Ronda de Eva María Ballesteros 198 Piso 4 
Murcia, 26633",77,409,No,4
Tomates,"Paseo Lina Domingo 417 Piso 4 
Cáceres, 47076",13,730,Sí,6
Tomates,"Pasadizo Pacífica Enríquez 996
Cáceres, 44626",82,211,Sí,4
Tomates,"Callejón de Alex Pulido 27 Puerta 7 
Cantabria, 44258",63,150,Sí,2
Tomates,"C. Zaira Vigil 94
León, 37689",47,571,Sí,5
Tomates,"Cañada de Gregorio Costa 30
Córdoba, 41457",4,850,No,1
Tomates,"Pasadizo de Leocadia Sanz 8
Soria, 25648",46,238,Sí,1
Tomates,"Pasaje Virginia Segura 1
Melilla, 04851",21,741,No,1
Tomates,"Via Ainoa Landa 95
León, 43640",73,642,No,8
Tomates,"Alameda Marino Arias 45
Málaga, 03549",97,819,Sí,2
Tomates,"Vial Hector Bernal 80
Cádiz, 40388",81,189,No,6
Tomates,"Pasadizo de Emiliana Aller 922 Puerta 4 
La Coruña, 04392",13,603,Sí,6
Tomates,"Urbanización Rafaela Iglesias 49
Cáceres, 15658",97,427,No,5
Tomates,"Ronda de Leyre Arévalo 9
Álava, 49894",51,885,Sí,8
Tomates,"Vial Isaura Cabañas 7
Granada, 12366",48,462,Sí,2
Tomates,"Cuesta Ruperto Sarabia 4 Piso 0 
Girona, 30779",19,280,No,7
Tomates,"Ronda de Malena Herrero 76
Zaragoza, 52073",48,272,Sí,6
Tomates,"Callejón de Luciana Martin 4
La Coruña, 46016",85,891,No,5
Tomates,"Glorieta de Ramón Cuenca 20
Ciudad, 50638",85,244,Sí,7
Tomates,"Cañada de Omar Serna 828
Castellón, 09323",45,672,Sí,7
Tomates,"Alameda José Saldaña 54 Apt. 35 
Córdoba, 01409",24,523,No,2
Tomates,"Cañada de Samanta Maestre 2 Apt. 85 
Cuenca, 31081",96,594,Sí,7
Tomates,"Avenida de Gala Raya 134 Puerta 3 
Barcelona, 12461",66,287,No,1
Tomates,"Pasaje Susana Benito 58 Apt. 64 
Badajoz, 16636",89,210,Sí,3
Tomates,"Callejón Claudia Arrieta 6
Cáceres, 04083",87,985,No,5
Tomates,"Paseo Dionisia Pintor 246 Apt. 25 
Toledo, 34794",99,600,Sí,6
Tomates,"Paseo Camila Carrera 67
Pontevedra, 24407",28,395,Sí,2
Tomates,"C. de Rosalía Cánovas 378
Cuenca, 33682",95,412,No,7
Tomates,"Urbanización Modesto Sáenz 9
Pontevedra, 44555",3,944,Sí,6
Tomates,"Acceso de Selena Carpio 2
Murcia, 43581",93,507,Sí,7
Tomates,"Cañada Octavia Salgado 26
Lugo, 25335",97,598,Sí,6
Tomates,"Pasaje de José Ángel Almagro 65
Guadalajara, 05645",26,227,No,6
Tomates,"Cuesta de Felipa Chico 53 Puerta 7 
Córdoba, 40239",73,798,No,2
Tomates,"Paseo Custodia Benítez 3
La Rioja, 35991",26,784,No,8
Tomates,"C. de Emilia Navas 784 Piso 3 
Ávila, 38965",2,955,Sí,5
Tomates,"Rambla Remigio Alcalá 91
Málaga, 37729",9,699,Sí,5
Tomates,"C. de Jaime Blazquez 79
Valencia, 02691",98,984,Sí,1
Tomates,"Urbanización de Poncio Malo 1
Barcelona, 16377",34,887,Sí,1
Tomates,"Avenida de Antonio Zamora 54 Apt. 49 
Asturias, 40508",80,467,No,4
Tomates,"Acceso Máximo Pozuelo 61
Toledo, 38445",29,577,Sí,4
Tomates,"Cañada de Aarón Escalona 20 Apt. 79 
Guadalajara, 20811",82,185,No,5
Tomates,"Pasadizo Vanesa Ferrándiz 81
Valladolid, 16106",45,296,Sí,8
Tomates,"Camino de Hortensia Azorin 30 Apt. 83 
Cáceres, 30225",11,596,No,2
Tomates,"C. Pili Ballester 686
Pontevedra, 07340",51,658,No,3
Tomates,"Avenida de Inocencio Bustos 7
Ciudad, 11031",72,855,Sí,6
Tomates,"Via Asunción Pera 81 Piso 6 
Navarra, 44580",71,318,No,2
Tomates,"Cuesta Fulgencio Toledo 1 Piso 2 
Girona, 49771",5,988,No,5
Tomates,"Acceso de Macaria Heredia 81 Piso 7 
Ourense, 46804",61,918,No,4
Tomates,"Ronda Gala Bilbao 98
Ceuta, 38752",44,173,No,8
Tomates,"C. Pepe Ramirez 5 Piso 8 
Ceuta, 22768",43,172,Sí,7
Tomates,"Acceso Clementina Amador 66
Badajoz, 43188",43,859,No,8
Tomates,"Cuesta de Asunción Uribe 95 Piso 9 
León, 21668",13,285,Sí,4
Tomates,"Camino Julián Sobrino 7
León, 18983",99,981,No,5
Tomates,"Cuesta de Maximiano Varela 724
Burgos, 06939",87,586,No,2
Tomates,"Camino Abel Salmerón 584
Ourense, 45228",25,460,Sí,3
Tomates,"Cañada Roberto Cervera 6 Piso 5 
Soria, 20190",100,264,No,4
Tomates,"Acceso Noemí Amigó 25 Apt. 45 
La Coruña, 05507",49,247,No,1
Tomates,"Pasadizo Elena Castells 844 Apt. 94 
Valencia, 18770",55,569,Sí,5
Tomates,"Ronda Dafne Agustí 60 Apt. 09 
Castellón, 09531",58,105,No,8
Tomates,"Cañada Macario Briones 96 Apt. 93 
Ourense, 30292",62,274,No,5
Tomates,"Rambla de José Manuel Carlos 90
Girona, 23823",96,150,No,2
Tomates,"Pasaje de Prudencio Lara 15
Cuenca, 49094",13,836,No,5
Tomates,"C. Guadalupe Hoyos 5 Piso 6 
Zaragoza, 33336",44,401,Sí,2
Tomates,"Glorieta Azucena Serna 32 Puerta 1 
Teruel, 38145",3,957,Sí,8
Tomates,"Cuesta de Noa Madrid 6 Apt. 89 
La Rioja, 23996",56,776,No,8
Tomates,"Via Araceli Amigó 98
Zaragoza, 17860",40,381,Sí,6
Tomates,"Cuesta de Reyes Antón 64 Apt. 92 
La Rioja, 11908",66,691,Sí,2
Tomates,"Glorieta Tiburcio Gallardo 35 Puerta 2 
Girona, 37543",50,198,No,7
Tomates,"Rambla Raúl Miralles 85 Piso 5 
Guipúzcoa, 34071",62,515,No,8
Tomates,"Cuesta Modesto Borrego 94 Piso 9 
Pontevedra, 31815",31,834,Sí,5
Tomates,"Cuesta de Carmelita Llanos 29 Puerta 3 
Palencia, 28675",14,764,No,1
Tomates,"Avenida de Duilio Pozo 50
Lleida, 38728",99,434,No,1
Tomates,"Cuesta de Elías Crespo 146 Puerta 3 
Guadalajara, 37930",26,858,No,2
Tomates,"Urbanización Débora Taboada 5 Apt. 33 
Segovia, 22659",29,712,Sí,3
Tomates,"Via Manola Juan 36
Madrid, 26854",70,295,Sí,1
Tomates,"Acceso de Estela Comas 49
Madrid, 07373",11,649,No,2
Tomates,"Pasaje de Concha Pedrero 63 Piso 7 
Toledo, 20767",80,512,Sí,7
Tomates,"Pasadizo Bienvenida Crespo 521 Apt. 15 
Valladolid, 26372",76,959,Sí,2
Tomates,"Pasadizo Patricia Olmo 88
Lugo, 03931",100,691,No,8
Tomates,"Callejón de Pelayo Raya 13
Las Palmas, 04188",63,203,No,3
Tomates,"Cuesta Ruben Piña 163
Navarra, 33229",3,601,No,3
Tomates,"Avenida de Matilde Guardia 824 Apt. 29 
Murcia, 13766",32,517,Sí,8
Tomates,"Alameda Ruperto Alcalde 9
Toledo, 33127",34,805,Sí,3
Tomates,"Plaza de Ricardo Salcedo 77 Puerta 4 
Lugo, 02964",2,335,Sí,7
Tomates,"Pasaje Curro Gual 571
Almería, 28332",53,644,No,6
Tomates,"Cañada Wálter Gordillo 97 Apt. 01 
León, 13135",89,650,Sí,6
Tomates,"Plaza de Fabricio Canals 32
Ceuta, 11657",20,223,No,4
Tomates,"Plaza Vera Palomino 15
Segovia, 45482",35,559,No,8
Tomates,"Urbanización de Fidela Andrés 33
Lleida, 45349",55,448,Sí,8
Tomates,"Plaza de Apolonia Moliner 524 Apt. 90 
Cantabria, 35479",79,471,Sí,6
Tomates,"C. de Florinda Cornejo 916
Guipúzcoa, 27607",49,551,No,3
Tomates,"Pasadizo de Candelario Seguí 10
Ávila, 47751",54,297,Sí,3
Tomates,"Via de José Carbó 6 Puerta 9 
Toledo, 05376",18,758,Sí,8
Tomates,"Acceso de Felipa Pinilla 88
Murcia, 46572",77,128,No,3
Tomates,"Vial de Paulina Acosta 249
Burgos, 10145",37,194,No,3
Tomates,"Cañada Inmaculada Ponce 47 Piso 4 
Valencia, 51664",52,392,Sí,7
Tomates,"Cuesta de Ruperto Naranjo 470
Lugo, 22550",49,438,Sí,2
Tomates,"Pasadizo Silvia Diaz 40
Asturias, 48848",100,478,No,3
Tomates,"Camino de Arsenio Taboada 18
Córdoba, 07857",61,863,Sí,3
Tomates,"Acceso Lisandro Ríos 46 Apt. 98 
Barcelona, 21614",76,536,Sí,3
Tomates,"Calle de Danilo Torrijos 722
Jaén, 03252",19,699,No,4
Tomates,"Cañada de Wálter Enríquez 38
Huesca, 30529",6,867,Sí,3
Tomates,"C. Gervasio Ibañez 99 Puerta 0 
Álava, 03028",34,958,No,1
Tomates,"Rambla de Rufino Madrid 439 Piso 3 
La Rioja, 36772",11,803,Sí,2
Tomates,"Pasadizo Gema Corominas 9
Barcelona, 20557",9,887,Sí,8
Tomates,"Via de Remedios Alcalde 18
Salamanca, 18942",37,807,No,8
Tomates,"Cuesta Juan Francisco Blanca 2
Sevilla, 49693",20,820,No,8
Tomates,"Avenida Carmela Quevedo 6 Puerta 3 
Ávila, 24199",2,769,Sí,2
Tomates,"Urbanización de Guiomar Marquez 8 Piso 3 
Salamanca, 33019",10,788,No,5
Tomates,"Callejón Moreno Velasco 8
Girona, 03834",44,986,Sí,7
Tomates,"C. de Goyo Lasa 16
Girona, 30581",40,173,No,8
Tomates,"Calle Leonel Cases 14
Almería, 16493",16,315,Sí,8
Tomates,"Paseo de Concha Cortina 39
Álava, 28913",91,751,No,4
Tomates,"Via Lorenza Aparicio 42 Apt. 68 
Lleida, 26729",23,199,Sí,1
Tomates,"Acceso Araceli Cerro 99
Ourense, 01102",95,717,No,8
Tomates,"Cañada Félix Mate 175 Apt. 80 
La Coruña, 42508",43,479,Sí,2
Tomates,"Calle Florentina Hernández 8 Piso 7 
Tarragona, 26879",67,361,No,1
Tomates,"Acceso Mayte Mariscal 41 Puerta 0 
Málaga, 10820",33,997,Sí,3
Tomates,"Acceso Benjamín Cáceres 4 Apt. 81 
Madrid, 41288",40,951,Sí,5
Tomates,"Alameda de Antonia Roda 26
Lleida, 21813",54,768,Sí,4
Tomates,"Alameda de Leticia Quero 76 Puerta 5 
Huesca, 12993",5,729,Sí,3
Tomates,"Pasaje Odalys Pereira 86
Pontevedra, 36053",48,339,No,8
Tomates,"C. de Valentina Tudela 940
Navarra, 29685",4,244,No,1
Tomates,"Cuesta Nydia Linares 3 Puerta 7 
Navarra, 27963",93,190,Sí,3
Tomates,"Paseo de Ruy Lorenzo 1 Apt. 62 
Zaragoza, 03588",89,352,Sí,1
Tomates,"Camino Leticia Olivera 26 Piso 6 
Madrid, 37996",63,791,No,2
Tomates,"Pasaje de Chus Bauzà 5
Málaga, 15426",46,891,No,8
Tomates,"Via Teodosio Diego 91
Vizcaya, 24319",20,446,No,5
Tomates,"Via de Íñigo Flores 627 Puerta 2 
Huesca, 32660",8,375,No,8
Tomates,"Rambla de Régulo Chico 98
Barcelona, 26410",19,709,No,1
Tomates,"Avenida de Ignacio Ricart 14 Piso 7 
Barcelona, 26181",49,103,Sí,5
Tomates,"Acceso Feliciana Sanjuan 720
Soria, 23678",25,154,No,7
Tomates,"Pasaje de Eli Solana 21 Puerta 3 
Zaragoza, 18507",86,728,No,4
Tomates,"Pasadizo de José María Aragonés 7
Lugo, 45699",43,802,No,4
Tomates,"Rambla Ernesto Estevez 21 Puerta 1 
Ceuta, 01296",68,419,No,2
Tomates,"Calle Jorge Amador 66
Segovia, 47277",55,283,Sí,7
Tomates,"Rambla Rosa Arnal 123
Tarragona, 18709",54,600,No,3
Tomates,"Pasadizo de Guillermo Flores 13 Puerta 8 
Asturias, 07102",98,905,No,5
Tomates,"Callejón Nereida Querol 38
Asturias, 41461",45,193,No,7
Tomates,"Ronda Anna Nogués 1 Puerta 0 
Tarragona, 35935",21,435,No,6
Tomates,"Camino de Apolonia Seco 342 Puerta 1 
Murcia, 15216",63,699,No,2
Tomates,"Paseo Emigdio Feliu 35
León, 10148",38,824,Sí,1
Tomates,"Rambla Felix Gual 638 Apt. 18 
Castellón, 32757",25,267,Sí,6
Tomates,"Calle de Verónica Adán 44 Piso 5 
Las Palmas, 18826",22,935,Sí,5
Tomates,"Ronda Felicidad Laguna 61 Apt. 15 
Ciudad, 22118",89,902,No,4
Tomates,"Cuesta de Abigaíl Manso 62 Puerta 3 
Ciudad, 47119",34,213,Sí,3
Tomates,"Urbanización Aroa Campos 74
Madrid, 51185",45,876,Sí,4
Tomates,"Avenida de Reyes Calvo 85
Lleida, 28463",3,500,Sí,4
Tomates,"Callejón Natividad Álvaro 99
Granada, 35924",63,794,No,8
Tomates,"Glorieta de Cayetano Aguilera 185 Puerta 0 
Lugo, 43697",43,179,Sí,7
Tomates,"Cañada Urbano Casal 5
Córdoba, 08194",78,236,No,7
Tomates,"Cañada de Javiera Murillo 49 Apt. 18 
Pontevedra, 02448",6,156,No,7
Tomates,"Vial de Toño Cobo 8
Guadalajara, 03461",13,220,Sí,7
Tomates,"Vial Alex Rico 42
La Coruña, 15035",78,157,Sí,8
Tomates,"Ronda de Margarita Montserrat 89
Barcelona, 46856",56,725,Sí,6
Tomates,"Urbanización de Haydée Porcel 62
La Rioja, 23199",66,659,No,3
Tomates,"Camino Montserrat Herrera 63 Apt. 00 
Málaga, 25535",53,893,Sí,8
Tomates,"Pasaje Vicente Ferrera 3
Valladolid, 26089",98,958,Sí,6
Tomates,"Acceso de Georgina Manzanares 474
Santa Cruz de Tenerife, 39044",28,705,No,2
Tomates,"Glorieta de Jessica Jiménez 5
Vizcaya, 49774",26,350,Sí,1
Tomates,"Callejón de Haydée Quevedo 18
Ávila, 19033",100,945,No,7
Tomates,"Alameda de Gema Abril 177 Puerta 4 
Lugo, 37150",19,136,Sí,6
Tomates,"Ronda de Eladio Galvez 11
Tarragona, 11170",73,257,No,5
Tomates,"Pasaje de Marta Montenegro 18 Piso 2 
Valladolid, 11040",98,635,Sí,7
Tomates,"Ronda de Eli Sánchez 608
Castellón, 39896",99,762,No,4
Tomates,"Vial de Amor Blanch 92 Puerta 4 
Badajoz, 18684",57,266,No,1
Tomates,"Paseo Danilo Ródenas 19 Apt. 55 
Castellón, 16084",87,458,No,5
Tomates,"Acceso de Manu Cervera 50
Albacete, 16790",98,143,No,3
Tomates,"Acceso Sigfrido Bermudez 396
Ceuta, 49586",54,912,No,6
Tomates,"Pasaje Jenny Gomis 74
Cáceres, 21253",90,466,Sí,3
Tomates,"Pasaje Juan Lucena 63
Guadalajara, 01462",77,861,No,6
Tomates,"Acceso Norberto Viana 87 Piso 2 
Soria, 18053",93,898,Sí,1
Tomates,"Urbanización de Hector Figueras 88 Puerta 7 
Álava, 31331",77,392,Sí,7
Tomates,"Camino Marco Carrera 24
Ceuta, 38506",93,931,No,8
Tomates,"Pasadizo de Elisa Viana 25 Apt. 01 
Valladolid, 35981",52,327,No,6
Tomates,"Glorieta Ruperta Morera 37
Asturias, 12943",95,880,Sí,6
Tomates,"Alameda Rita Guijarro 49 Piso 9 
Almería, 35196",41,676,No,5
Tomates,"Alameda de Lorenzo Asensio 16 Apt. 07 
Las Palmas, 25474",91,918,Sí,8
Tomates,"Pasaje de Ciriaco Ordóñez 9
Melilla, 03472",20,832,No,2
Tomates,"Plaza Ainoa Simó 18
Teruel, 19929",48,177,Sí,3
Tomates,"Calle Itziar Díaz 9 Piso 1 
La Coruña, 19390",7,695,No,4
Tomates,"Camino de Judith Cuadrado 2
Navarra, 18250",16,852,Sí,7
Tomates,"Rambla Vicente Quesada 14
Alicante, 10312",64,925,Sí,6
Tomates,"Callejón de Marcio Segarra 41
Segovia, 40407",42,305,Sí,2
Tomates,"Cuesta de Raquel Osuna 50 Piso 8 
Barcelona, 44141",19,662,Sí,7
Tomates,"C. de Ezequiel Herranz 50
Alicante, 51421",23,284,Sí,1
Tomates,"Pasaje de Ángeles Villar 985 Piso 1 
Lugo, 40400",10,283,Sí,1
Tomates,"Alameda Eusebia Guijarro 46 Puerta 5 
Barcelona, 18782",66,651,Sí,4
Tomates,"Callejón de Jose Cortina 70
Castellón, 44340",52,152,Sí,7
Tomates,"Camino de Urbano Raya 918 Piso 6 
Guadalajara, 45286",16,618,Sí,8
Tomates,"Callejón Yésica Vallés 26 Puerta 1 
Cádiz, 13810",30,393,Sí,5
Tomates,"Glorieta de Tito Poza 310 Puerta 7 
Ávila, 27033",54,356,No,3
Tomates,"Paseo de José Manuel Garmendia 90 Puerta 6 
Navarra, 11158",37,888,Sí,2
Tomates,"Cañada de Evita Hernando 675 Apt. 52 
Palencia, 45947",55,887,Sí,8
Tomates,"Plaza de Amada Alonso 72 Puerta 9 
Ceuta, 04626",48,735,Sí,5
Tomates,"Calle Wálter Lara 10 Puerta 4 
Huesca, 08488",64,541,Sí,6
Tomates,"Pasadizo de Joel Diego 9
Lugo, 17751",25,685,Sí,7
Tomates,"Pasadizo de Heraclio Guillén 72 Piso 5 
Asturias, 19689",33,646,No,3
Tomates,"Cuesta Anabel Lillo 50
Castellón, 38880",95,167,No,4
Tomates,"Plaza Nilo Montesinos 65 Apt. 90 
Lleida, 34890",63,560,No,2
Tomates,"Cuesta Jerónimo Milla 14 Piso 6 
Murcia, 26434",69,418,No,8
Tomates,"Alameda de Paloma Pedraza 983
Murcia, 12032",61,928,Sí,7
Tomates,"Ronda Pepita Navarro 15 Piso 3 
Lleida, 43294",25,976,Sí,7
Tomates,"Pasaje de Esperanza Carrera 28
Cuenca, 33789",8,843,No,7
Tomates,"Acceso Angelina Guitart 9 Piso 4 
Málaga, 06665",70,657,Sí,2
Tomates,"Plaza de Albert Pinto 54
La Coruña, 01421",37,445,Sí,3
Tomates,"Pasaje Amelia Roma 64 Apt. 19 
Las Palmas, 41729",30,183,Sí,4
Tomates,"Cuesta de Nazaret Jurado 3
Pontevedra, 41840",86,497,No,1
Tomates,"Cuesta Cebrián Sancho 63 Apt. 94 
Ávila, 16949",30,363,No,2
Tomates,"Pasaje de Jose Ignacio Arrieta 1
Lugo, 36867",72,472,No,1
Tomates,"Acceso de Chelo Rueda 7 Piso 5 
Badajoz, 22811",79,434,Sí,8
Tomates,"Pasaje de Reyes Chaparro 18
Jaén, 10209",33,176,No,2
Tomates,"Calle Etelvina Barco 13
Cáceres, 11340",15,519,Sí,4
Tomates,"Acceso Haydée Escamilla 86
Guipúzcoa, 09503",37,998,Sí,2
Tomates,"Acceso de Marcelo Diego 859 Apt. 92 
Toledo, 02427",47,989,No,2
Tomates,"Calle Santiago Ribes 56
Toledo, 42194",21,101,Sí,6
Tomates,"Glorieta Eloy Sevillano 5 Apt. 99 
Badajoz, 02153",12,676,Sí,7
Tomates,"Calle de Fanny Berrocal 7
Las Palmas, 32533",33,328,No,7
Tomates,"Plaza Felicidad Nuñez 33 Apt. 35 
Teruel, 37205",68,275,No,6
Tomates,"C. de Gloria Melero 92
Las Palmas, 09820",47,434,No,1
Tomates,"Urbanización de Paco Segovia 35 Piso 4 
Guipúzcoa, 34576",26,851,Sí,5
Tomates,"Cuesta Raimundo Cordero 683 Puerta 4 
Segovia, 11476",1,880,Sí,6
Tomates,"Camino de Martín Feliu 1 Piso 3 
Guadalajara, 22166",100,504,Sí,3
Tomates,"Camino de Nazario Pont 35 Puerta 6 
Jaén, 19063",79,144,No,4
Tomates,"Urbanización de Juan Carlos Ibáñez 91
Ávila, 44624",46,339,Sí,5
Tomates,"Paseo Francisca Moliner 92 Apt. 37 
Palencia, 32366",39,497,No,2
Tomates,"Via de Faustino Milla 20
Palencia, 04350",51,831,Sí,8
Tomates,"Pasaje de Edmundo Barón 43
Ávila, 37591",25,833,No,6
Tomates,"Vial Jenny Seco 14
Badajoz, 49490",95,558,Sí,2
Tomates,"Paseo Maxi Cantero 303 Piso 7 
Badajoz, 18796",50,976,Sí,8
Tomates,"Rambla Leoncio Macias 1 Piso 3 
Melilla, 06262",22,595,Sí,1
Tomates,"C. de Selena Recio 7
Burgos, 32595",57,439,Sí,4
Tomates,"Acceso Ángel Cañizares 80
Badajoz, 39735",74,886,No,2
Tomates,"Plaza Pablo Juliá 90
Vizcaya, 35477",93,866,No,2
Tomates,"Paseo de Arturo Jordá 28
Guadalajara, 21971",83,529,No,3
Tomates,"Cuesta de Tito Gisbert 651 Apt. 03 
Albacete, 39938",48,654,Sí,2
Tomates,"Calle Jordán Somoza 1 Puerta 1 
Toledo, 12353",48,407,Sí,4
Tomates,"Camino de Baltasar Cózar 96
Vizcaya, 04203",68,118,Sí,4
Tomates,"Ronda Candelas Franch 58
Vizcaya, 02889",68,121,No,8
Tomates,"Ronda de Lola Daza 41
Ceuta, 18913",7,501,Sí,1
Tomates,"Vial de Tatiana Cantero 200
Huesca, 26343",24,701,No,7
Tomates,"Via Virginia Escribano 3
Sevilla, 18451",48,346,Sí,2
Tomates,"Cuesta Aura Martín 333 Piso 4 
Córdoba, 48691",99,477,Sí,7
Tomates,"Avenida de Isabela Calderon 913
Zamora, 47490",44,686,Sí,6
Tomates,"Rambla Tania Montoya 66 Piso 1 
Cantabria, 51172",55,681,No,7
Tomates,"C. Felipe Canales 5
Cáceres, 48709",2,269,Sí,6
Tomates,"Ronda María Ángeles Briones 692
Lugo, 34575",40,625,Sí,2
Tomates,"Ronda de Patricia Calatayud 212 Puerta 6 
Jaén, 09544",10,174,No,6
Tomates,"Urbanización Reynaldo Flor 30
Melilla, 02387",40,939,Sí,8
Tomates,"C. Valerio Villalobos 26 Piso 2 
Zaragoza, 23613",39,933,No,8
Tomates,"Paseo Alicia Ferrández 56
Lleida, 50775",27,783,No,4
Tomates,"Vial de René Mariscal 89 Apt. 46 
Soria, 36489",67,185,Sí,1
Tomates,"Urbanización Nazaret Villena 862 Puerta 1 
Girona, 50850",57,608,No,7
Tomates,"Rambla de Flavio Pallarès 512
Cáceres, 15904",30,637,Sí,2
Tomates,"Plaza Victoriano Real 84 Apt. 01 
Pontevedra, 28474",23,482,Sí,1
Tomates,"C. Imelda Vilalta 975
Navarra, 30137",18,549,Sí,8
Tomates,"Rambla Leocadio Múñiz 74
La Rioja, 21002",88,198,Sí,1
Tomates,"Cuesta de Sabas Sanmartín 5 Apt. 18 
Santa Cruz de Tenerife, 02007",31,299,No,2
Tomates,"Ronda Reyes Sanabria 614 Apt. 46 
Albacete, 16192",92,315,No,5
Tomates,"Cuesta de Nacio Milla 87
Tarragona, 11610",78,266,Sí,1
Tomates,"Paseo Pepe Gelabert 4 Piso 1 
Huelva, 09515",66,716,No,6
Tomates,"Glorieta de Adelia Parejo 23
Zaragoza, 08079",52,172,No,6
Tomates,"Urbanización Ester Juárez 1
Navarra, 40608",82,149,No,2
Tomates,"Vial de Lisandro Manuel 20
Burgos, 04226",90,836,No,6
Tomates,"Acceso Leoncio Rios 74
León, 19787",90,484,Sí,3
Tomates,"Vial de Nacho Olmo 32
Lleida, 29422",4,164,No,6
Tomates,"Paseo de Severiano Cáceres 82
Sevilla, 26148",62,207,Sí,7
Tomates,"Cuesta de Glauco Pla 5 Apt. 60 
Málaga, 36313",78,381,Sí,5
Tomates,"Rambla Diana Cuéllar 58 Puerta 0 
Madrid, 32088",59,229,No,1
Tomates,"Vial de Loida Gallego 46 Puerta 2 
Álava, 11123",75,488,Sí,6
Tomates,"Via Brígida Adán 238 Apt. 02 
La Coruña, 36937",41,742,No,1
Tomates,"Paseo de Abigaíl Piñeiro 14 Apt. 22 
Ávila, 09950",26,347,No,7
Tomates,"Acceso de Jordi Alberola 86 Apt. 76 
Badajoz, 05765",100,872,No,6
Tomates,"Paseo Inmaculada Báez 723 Apt. 23 
Toledo, 32921",76,693,No,2
Tomates,"Plaza de Eufemia Borrás 826
Álava, 20013",5,921,Sí,5
Tomates,"Ronda de Tiburcio Roman 9
Pontevedra, 32934",92,222,Sí,6
Tomates,"Via de Azahar Gracia 834
Navarra, 09901",18,845,No,8
Tomates,"Urbanización Jose Ignacio Llopis 32 Piso 4 
Ávila, 14721",19,460,Sí,8
Tomates,"Calle de Pilar Zapata 2 Puerta 0 
Cantabria, 37306",48,934,Sí,6
Tomates,"Via de Odalis Ruiz 6
Valencia, 49854",5,263,No,4
Tomates,"Pasaje de Abel Aranda 8 Puerta 9 
Badajoz, 04748",81,623,No,1
Tomates,"Plaza de Yéssica Sobrino 41
Huesca, 25838",97,505,No,6
Tomates,"Via de Bernardino Blanco 140
Melilla, 16835",38,772,Sí,2
Tomates,"Cuesta de Amaro Hervia 31 Puerta 1 
Cantabria, 48864",2,519,Sí,8
Tomates,"Callejón de Jacobo Pinedo 11 Puerta 5 
Valladolid, 32456",19,198,No,2
Tomates,"Glorieta Alfredo Márquez 815
Álava, 51265",92,978,Sí,5
Tomates,"Via de Milagros Morata 92 Piso 0 
Badajoz, 39686",46,416,Sí,5
Tomates,"Urbanización Marianela Almeida 821 Apt. 27 
La Rioja, 05674",90,592,No,4
Tomates,"Ronda de Aura Arana 2
Huesca, 11978",81,141,Sí,3
Tomates,"Plaza Eduardo Pagès 533 Puerta 9 
Huelva, 17734",32,403,No,6
Tomates,"Alameda de María Del Carmen Tolosa 41
Ourense, 20745",47,518,Sí,5
Tomates,"C. de Gertrudis Cantón 89 Piso 8 
Huelva, 16529",23,606,No,5
Tomates,"Urbanización de Jose Carlos Garcia 76 Apt. 51 
Málaga, 07288",95,488,No,5
Tomates,"Glorieta de Filomena Olmedo 79
Salamanca, 29743",85,707,Sí,4
Tomates,"Avenida Francisco Barreda 4
Álava, 13256",60,444,No,1
Tomates,"Vial de Isabel Muñoz 191
Lugo, 17749",97,904,No,8
Tomates,"Alameda Encarnita Solano 94
Alicante, 18387",40,165,Sí,5
Tomates,"Vial Adelardo Catalán 9
Sevilla, 20924",15,331,No,6
Tomates,"Rambla de Chucho Maldonado 66 Apt. 78 
Alicante, 35080",11,109,Sí,8
Tomates,"Plaza Fermín Poza 2
Sevilla, 43414",5,671,Sí,6
Tomates,"C. Lázaro Barroso 93
Barcelona, 41802",52,105,Sí,2
Tomates,"Glorieta Bernardino Franco 1 Apt. 07 
Murcia, 46764",72,491,Sí,8
Tomates,"Rambla de Débora Aguado 46 Apt. 59 
Cádiz, 44637",80,143,No,1
Tomates,"Cañada de Domingo Boada 35
La Coruña, 12812",52,793,Sí,8
Tomates,"Cañada Silvia Belmonte 96 Apt. 33 
Valencia, 02668",43,688,No,2
Tomates,"Pasaje Heraclio Arcos 5 Puerta 9 
Cádiz, 19997",83,647,No,8
Tomates,"Cañada de Judith Sanz 65
Zaragoza, 15347",3,440,No,7
Tomates,"Callejón de Edgardo Jódar 26 Apt. 12 
Guadalajara, 41592",21,299,Sí,5
Tomates,"Vial Alejandra Montero 19
Soria, 26345",24,609,No,5
Tomates,"Calle Eleuterio Milla 327
Huesca, 15406",56,391,No,4
Tomates,"Camino Pablo Galván 7
Castellón, 12523",94,457,No,6
Tomates,"Paseo Elpidio Arana 45 Piso 8 
Navarra, 16616",32,529,No,4
Tomates,"Alameda de Dulce Cortes 82
Cantabria, 48744",74,255,Sí,3
Tomates,"Cuesta Ciríaco Cabeza 77
Teruel, 28013",95,648,Sí,4
Tomates,"Vial de Jose Antonio Bermúdez 82 Piso 4 
Baleares, 14641",5,274,No,7
Tomates,"Cuesta de Plácido Cárdenas 87
Ávila, 37359",85,238,No,3
Tomates,"Camino Emperatriz Cuesta 297
Badajoz, 23707",63,998,Sí,8
